,carat,cut,color,clarity,depth,table,x,y,z,price
13393,0.38,Ideal,F,SI2,62.1,56,4.62,4.65,2.88,602
13394,0.32,Very Good,F,VS2,59.7,62,4.38,4.43,2.63,602
13395,0.32,Good,F,VS2,63.3,57,4.34,4.38,2.76,602
13396,0.32,Ideal,G,VS1,61.9,55,4.4,4.42,2.73,602
13397,0.32,Very Good,F,VS2,58.8,62,4.43,4.48,2.62,602
13398,0.32,Ideal,F,VS2,61.9,55,4.41,4.45,2.74,602
13399,0.32,Ideal,G,VS1,60.7,56,4.43,4.46,2.7,602
13400,0.32,Very Good,F,VS2,63,57,4.33,4.37,2.74,602
13401,0.32,Ideal,F,VS2,62.4,57,4.37,4.44,2.75,602
13402,0.32,Very Good,G,VS1,61.2,62,4.41,4.45,2.71,602
13403,0.32,Premium,H,VVS2,62.2,58,4.33,4.38,2.71,602
13404,0.32,Very Good,F,VS2,61.2,58,4.38,4.41,2.69,602
13405,0.32,Premium,F,VS2,59.5,60,4.46,4.48,2.66,602
13406,0.35,Very Good,H,VS1,60,57,4.57,4.6,2.75,603
13407,0.3,Very Good,E,VS2,62.7,53,4.32,4.35,2.72,603
13408,0.3,Very Good,F,VS1,63.1,59,4.2,4.27,2.67,603
13409,0.4,Very Good,J,SI1,58.9,59,4.84,4.87,2.86,603
13410,0.37,Ideal,I,VS2,61.2,56,4.62,4.66,2.84,603
13411,1.18,Very Good,H,SI1,60.1,59,6.83,6.88,4.11,5508
13412,1.16,Ideal,H,SI2,61.1,56,6.78,6.79,4.15,5509
13413,1.02,Ideal,E,SI1,62.3,54,6.45,6.49,4.03,5509
13414,1.2,Ideal,H,SI1,62.9,57,6.79,6.76,4.26,5510
13415,1.2,Premium,I,SI1,60.7,59,6.9,6.87,4.18,5510
13416,1.2,Premium,H,SI2,62.4,57,6.83,6.75,4.24,5510
13417,1.23,Ideal,H,SI2,63.8,57,6.78,6.72,4.31,5510
13418,1.5,Ideal,I,I1,61.8,57,7.39,7.31,4.54,5510
13419,1.2,Ideal,I,SI1,61.8,56,6.8,6.77,4.19,5510
13420,1.23,Premium,J,VS1,62.7,58,6.82,6.79,4.27,5510
13421,1.2,Premium,I,SI1,61.1,58,6.88,6.8,4.18,5510
13422,1,Very Good,G,SI1,62.3,62,6.34,6.38,3.96,5511
13423,0.9,Very Good,D,VS1,63.4,58,6.15,6.09,3.88,5511
13424,1.32,Very Good,J,SI2,61.7,60,6.95,7.01,4.31,5513
13425,1.2,Good,F,SI2,59,60,6.9,6.97,4.09,5514
13426,1.08,Very Good,H,VS2,62.9,59,6.47,6.56,4.1,5515
13427,1.01,Premium,H,VS1,61.1,58,6.48,6.45,3.95,5515
13428,1.01,Good,H,VS1,63.8,59,6.34,6.3,4.03,5515
13429,1.01,Premium,E,SI1,62.8,59,6.45,6.41,4.04,5515
13430,1.08,Very Good,H,SI1,63.2,58,6.57,6.49,4.13,5516
13431,1.06,Ideal,I,VS2,60.3,57,6.61,6.66,4.01,5516
13432,0.92,Ideal,E,SI1,62.1,56,6.22,6.24,3.87,5516
13433,1.08,Ideal,H,SI1,61.8,54,6.6,6.61,4.09,5517
13434,1.27,Premium,J,VS1,62.6,59,6.88,6.92,4.32,5518
13435,1.2,Very Good,G,SI2,61.7,59,6.81,6.86,4.22,5518
13436,1.03,Ideal,G,SI1,61.6,55,6.48,6.52,4,5518
13437,1.01,Very Good,G,VS2,62.5,60,6.31,6.37,3.96,5519
13438,1.16,Ideal,J,IF,60.6,56,6.79,6.86,4.14,5519
13439,1.16,Ideal,G,SI1,60.9,57,6.79,6.75,4.12,5519
13440,1.46,Premium,I,SI2,62.4,59,7.21,7.16,4.49,5519
13441,1.06,Very Good,F,SI1,63.4,58,6.51,6.42,4.1,5520
13442,1.06,Premium,H,VS2,60.7,59,6.61,6.57,4,5520
13443,1.24,Ideal,G,SI2,61.4,56,6.98,6.92,4.27,5520
13444,1.23,Premium,I,VS2,61.7,58,6.85,6.87,4.23,5521
13445,1,Very Good,F,SI1,63.3,58,6.34,6.36,4.02,5521
13446,1.1,Very Good,H,SI1,62.9,57,6.54,6.59,4.13,5521
13447,1.12,Ideal,H,SI1,61.9,57,6.64,6.68,4.12,5521
13448,1,Very Good,G,SI1,61,56.7,6.44,6.47,3.94,5522
13449,1.2,Very Good,I,SI1,62.6,59,6.75,6.71,4.21,5522
13450,1.02,Ideal,H,SI1,60.9,57,6.51,6.55,3.98,5522
13451,1.03,Premium,H,VS1,62.5,59,6.43,6.47,4.03,5523
13452,1.03,Premium,H,VS1,62,59,6.45,6.48,4.01,5523
13453,1.1,Very Good,I,VS2,61.8,58,6.59,6.62,4.08,5524
13454,1.08,Very Good,H,VS2,58.1,62,6.72,6.74,3.91,5524
13455,1.35,Fair,J,SI1,65.2,56,6.9,7.02,4.54,5524
13456,1.04,Very Good,F,SI1,62.9,54,6.46,6.49,4.07,5525
13457,1.01,Premium,E,SI1,60.7,58,6.5,6.48,3.94,5525
13458,1.15,Ideal,E,SI1,62.7,56,6.73,6.7,4.21,5526
13459,1.03,Good,D,SI1,57.7,62,6.63,6.65,3.83,5526
13460,1.13,Very Good,G,SI1,63.1,58,6.65,6.59,4.18,5526
13461,1.01,Ideal,F,SI1,62,54,6.41,6.49,4,5527
13462,1.09,Ideal,F,SI1,62.5,57,6.59,6.54,4.1,5527
13463,1,Very Good,F,SI1,63.3,58,6.28,6.39,4.01,5528
13464,1.04,Ideal,E,SI1,62.4,57,6.48,6.53,4.06,5528
13465,1.21,Premium,G,SI2,60.3,58,6.96,6.9,4.18,5529
13466,1.27,Very Good,J,VS2,62.7,58,6.88,6.91,4.32,5530
13467,0.91,Very Good,E,VS1,61.8,60,6.17,6.2,3.82,5530
13468,1.13,Very Good,I,VS2,60.7,58,6.72,6.75,4.09,5531
13469,1.04,Ideal,E,SI2,62.3,55,6.46,6.49,4.03,5531
13470,1.21,Premium,J,VVS2,61.7,60,6.85,6.82,4.22,5531
13471,1.01,Premium,D,SI1,58.9,58,6.57,6.54,3.86,5532
13472,1.07,Ideal,G,SI1,61.7,54,6.59,6.61,4.07,5532
13473,1.01,Very Good,D,SI1,59.7,57,6.53,6.56,3.91,5533
13474,1.52,Fair,G,SI2,64.9,59,7.19,7.15,4.65,5533
13475,1.01,Very Good,E,SI1,59.5,57,6.56,6.62,3.92,5534
13476,1.22,Premium,G,SI2,60.2,58,6.92,6.9,4.16,5534
13477,1.15,Ideal,I,VS2,61.7,57,6.72,6.74,4.15,5534
13478,1.2,Ideal,J,VS1,61.3,56,6.83,6.87,4.2,5534
13479,1.08,Ideal,F,SI1,62.7,57,6.53,6.57,4.11,5534
13480,1.01,Ideal,E,SI1,62,56,6.41,6.47,3.99,5534
13481,1.01,Ideal,E,SI1,60.8,56,6.48,6.51,3.95,5534
13482,1.06,Premium,F,SI1,58.4,61,6.73,6.69,3.92,5535
13483,0.9,Premium,E,VS1,59.4,59,6.28,6.31,3.74,5535
13484,1.1,Ideal,G,SI2,62.6,56,6.64,6.58,4.14,5535
13485,1.2,Ideal,I,SI1,62.4,57,6.75,6.8,4.23,5535
13486,0.91,Ideal,D,SI1,62.1,55,6.2,6.24,3.86,5535
13487,1.04,Good,G,VS2,61.4,65,6.53,6.47,3.99,5535
13488,1.5,Premium,J,SI1,62.1,57,7.42,7.26,4.56,5536
13489,1.07,Ideal,E,SI1,61.4,57,6.59,6.53,4.03,5537
13490,1.16,Very Good,H,VS2,63,57,6.64,6.66,4.19,5537
13491,1.15,Very Good,G,SI1,61.3,62,6.68,6.72,4.11,5538
13492,1.01,Good,G,VS2,63.2,64,6.34,6.28,3.99,5538
13493,1.01,Fair,G,VS2,64.5,57,6.26,6.2,4.02,5538
13494,1.01,Premium,G,VS2,58.1,59,6.61,6.53,3.82,5538
13495,1.09,Very Good,E,SI1,62.5,57,6.55,6.61,4.11,5539
13496,0.7,Ideal,D,VVS2,61.4,56,5.72,5.75,3.53,5539
13497,0.7,Ideal,D,VVS2,61.7,55,5.73,5.75,3.54,5539
13498,0.7,Ideal,D,VVS2,60.7,57,5.75,5.78,3.5,5539
13499,0.7,Ideal,D,VVS2,61.3,56,5.72,5.76,3.52,5539
13500,0.7,Ideal,D,VVS2,61.1,55,5.75,5.78,3.52,5539
13501,0.9,Ideal,G,VS1,62.1,56,6.15,6.19,3.83,5540
13502,1.21,Premium,I,VS1,61.2,59,6.86,6.84,4.19,5540
13503,1.21,Premium,J,VS2,60.2,57,6.97,6.91,4.18,5541
13504,1.01,Very Good,D,SI1,61.5,61,6.37,6.47,3.95,5542
13505,1.01,Ideal,D,SI1,61.2,57,6.47,6.44,3.95,5543
13506,1.01,Premium,D,SI1,61.6,60,6.47,6.43,3.97,5543
13507,1.01,Premium,D,SI1,61.7,62,6.34,6.3,3.9,5543
13508,1.01,Premium,D,SI1,61.8,60,6.37,6.35,3.93,5543
13509,1.01,Good,D,SI1,63.8,58,6.38,6.34,4.06,5543
13510,1.01,Very Good,D,SI1,63.1,60,6.39,6.32,4.01,5543
13511,1.06,Premium,G,VS2,62.5,58,6.52,6.47,4.06,5543
13512,1.01,Premium,D,SI1,60,60,6.51,6.45,3.89,5543
13513,1.01,Premium,D,SI1,62.9,59,6.43,6.39,4.03,5543
13514,1.01,Premium,D,SI1,62.6,58,6.44,6.33,4,5543
13515,1.01,Premium,E,SI1,59.8,59,6.52,6.48,3.89,5543
13516,1,Premium,E,SI1,60.3,62,6.33,6.25,3.79,5544
13517,1,Very Good,E,VS2,62.4,62,6.33,6.39,3.97,5544
13518,1,Premium,F,SI1,61.9,60,6.34,6.39,3.94,5544
13519,1,Good,G,VS2,62.9,56,6.33,6.39,4,5544
13520,1,Very Good,G,VS2,62.7,58,6.34,6.42,4,5544
13521,1.2,Good,E,SI2,63.3,55,6.73,6.77,4.27,5544
13522,1.01,Good,H,SI1,60.1,61,6.5,6.47,3.9,5544
13523,1.01,Good,D,SI1,65.1,57,6.3,6.32,4.11,5544
13524,1,Good,H,VS1,61.3,64,6.39,6.33,3.9,5544
13525,1.32,Ideal,I,SI1,61.7,56,7.11,7.05,4.37,5544
13526,1,Premium,E,SI1,61.9,60,6.46,6.37,3.97,5544
13527,1,Premium,E,SI1,60.7,59,6.41,6.38,3.88,5544
13528,1,Premium,E,SI1,62.6,60,6.35,6.3,3.97,5544
13529,1.1,Ideal,I,VS1,61.7,57,6.65,6.62,4.09,5544
13530,1.1,Premium,H,SI1,59.6,58,6.79,6.74,4.03,5544
13531,1.1,Ideal,G,SI1,61.9,55,6.62,6.66,4.11,5545
13532,1.35,Premium,J,SI1,60.9,59,7.07,7.12,4.32,5546
13533,1.12,Ideal,E,SI2,62,57,6.61,6.63,4.11,5546
13534,1,Good,D,SI1,60.5,60,6.37,6.42,3.87,5546
13535,1.31,Premium,J,SI1,59.4,60,7.12,7.06,4.21,5546
13536,1.31,Ideal,I,SI2,63.6,55,6.98,6.92,4.42,5546
13537,1.27,Premium,I,SI1,62.3,56,6.93,6.85,4.29,5547
13538,1.11,Ideal,D,SI2,61.6,55,6.62,6.66,4.09,5547
13539,0.9,Very Good,D,VS1,63,58,6.11,6.14,3.86,5547
13540,1.12,Premium,E,SI1,58.8,61,6.8,6.74,3.98,5547
13541,1.14,Ideal,G,SI1,62.2,56,6.66,6.69,4.15,5548
13542,1.14,Ideal,D,SI2,61.4,56,6.69,6.77,4.13,5548
13543,1.14,Premium,G,SI1,62.3,59,6.66,6.69,4.16,5548
13544,1.13,Very Good,H,VS2,61.4,61,6.67,6.71,4.11,5548
13545,0.96,Very Good,D,SI1,59.9,58,6.4,6.46,3.85,5548
13546,1.02,Ideal,F,SI1,60.1,59,6.59,6.56,3.95,5549
13547,1.06,Premium,H,VS1,62.5,58,6.5,6.47,4.05,5549
13548,1.11,Premium,H,VS2,62.4,58,6.69,6.57,4.14,5550
13549,1.23,Very Good,G,SI2,63.4,58,6.8,6.77,4.3,5550
13550,1.06,Premium,I,VS1,61.2,57.1,6.56,6.59,4.03,5550
13551,1.01,Ideal,H,VS1,59.8,59,6.52,6.56,3.91,5550
13552,1.09,Very Good,H,VS2,63,54,6.61,6.54,4.14,5551
13553,1.03,Very Good,D,SI1,63,59,6.39,6.44,4.04,5551
13554,1.03,Ideal,D,SI1,62.4,57,6.44,6.47,4.03,5551
13555,1.07,Ideal,G,SI1,62.2,56,6.52,6.56,4.07,5551
13556,0.9,Fair,E,VVS2,58.1,59,6.21,6.26,3.62,5551
13557,1.18,Ideal,I,VS1,62.2,57,6.76,6.72,4.19,5551
13558,1.2,Premium,D,SI2,62,58,6.84,6.77,4.22,5551
13559,1.2,Premium,D,SI2,62.6,57,6.84,6.74,4.25,5551
13560,1.12,Ideal,G,SI1,62,55,6.68,6.65,4.13,5551
13561,1.02,Ideal,E,SI1,62.2,57,6.41,6.45,4,5553
13562,1.02,Very Good,E,SI1,59.2,56,6.57,6.63,3.91,5553
13563,1.96,Fair,F,I1,66.6,60,7.59,7.56,5.04,5554
13564,1.16,Premium,H,SI1,61.2,57,6.84,6.76,4.16,5554
13565,1.16,Ideal,H,SI1,62.2,55,6.79,6.74,4.21,5554
13566,1.16,Premium,H,SI1,61.2,58,6.81,6.76,4.15,5554
13567,1.05,Good,H,VS1,63.3,57,6.4,6.45,4.07,5555
13568,1.01,Ideal,G,SI1,62.7,57,6.3,6.34,3.96,5555
13569,1.01,Ideal,G,SI1,63,57,6.37,6.4,4.02,5555
13570,1,Ideal,E,SI1,61.4,57,6.43,6.5,3.97,5555
13571,1,Ideal,E,SI1,61.7,57,6.39,6.42,3.95,5555
13572,1,Ideal,E,SI1,61.4,58,6.41,6.43,3.94,5555
13573,1.24,Premium,I,SI1,60.4,58,7.02,6.95,4.22,5555
13574,1.21,Very Good,G,SI2,59.6,60,6.92,6.94,4.13,5556
13575,1.01,Very Good,E,SI1,60,60,6.45,6.49,3.88,5556
13576,1.21,Ideal,I,SI1,60.6,55,6.92,6.87,4.18,5556
13577,1.21,Premium,I,SI1,62.3,59,6.81,6.77,4.23,5556
13578,1.21,Premium,G,SI1,59.5,62,6.65,6.57,3.84,5556
13579,1.21,Premium,J,VS1,59.5,60,6.99,6.9,4.13,5556
13580,1.17,Ideal,F,SI2,62.2,55,6.73,6.7,4.18,5556
13581,1.21,Premium,I,SI1,60.6,56,6.97,6.89,4.2,5556
13582,1,Very Good,I,VS1,60.8,59,6.39,6.44,3.9,5557
13583,1.04,Very Good,D,SI1,63.4,55,6.41,6.46,4.08,5557
13584,1.05,Premium,F,SI1,61.8,56,6.55,6.45,4.02,5557
13585,1.05,Premium,F,SI1,60.3,60,6.66,6.54,3.98,5557
13586,1.05,Ideal,F,SI1,62,55,6.54,6.5,4.04,5557
13587,1.05,Premium,F,SI1,61.6,57,6.56,6.53,4.03,5557
13588,1.21,Very Good,G,SI2,62.8,60,6.7,6.77,4.23,5558
13589,1.01,Very Good,H,VS2,62.8,59,6.33,6.38,3.99,5559
13590,1.08,Ideal,G,VS2,62.1,57,6.54,6.57,4.07,5559
13591,1.01,Premium,F,SI1,60.6,58,6.54,6.49,3.95,5559
13592,1.01,Good,F,VS2,63.1,56,6.28,6.37,3.99,5560
13593,1.01,Very Good,F,VS2,61,59,6.39,6.46,3.92,5560
13594,1.07,Premium,F,SI1,59.6,58,6.68,6.72,3.99,5561
13595,1.07,Good,F,SI1,63.4,56,6.51,6.52,4.13,5561
13596,1.04,Premium,H,VS2,61.2,59,6.57,6.51,4,5561
13597,1.29,Very Good,I,VS1,61.1,58,6.98,7.03,4.28,5562
13598,1.18,Very Good,G,SI2,62.4,56,6.8,6.83,4.25,5562
13599,1.19,Very Good,D,SI2,63.5,57,6.67,6.75,4.26,5562
13600,1.2,Ideal,G,SI2,58.9,60,6.98,6.94,4.1,5562
13601,0.9,Ideal,G,VVS1,61.6,57,6.24,6.16,3.82,5564
13602,1.15,Ideal,G,VS2,59.2,56,6.88,6.83,0,5564
13603,1.02,Very Good,H,VS2,62.4,57,6.35,6.4,3.98,5565
13604,1.02,Very Good,E,VS2,62.8,59,6.39,6.44,4.03,5565
13605,1.2,Very Good,H,SI1,62.8,58,6.73,6.8,4.25,5567
13606,1.17,Good,D,SI2,60.4,65,6.81,6.77,4.1,5567
13607,1.3,Premium,J,SI1,61,59,7.09,7.01,4.3,5569
13608,1.3,Premium,J,SI1,61.9,56,7.07,7.04,4.37,5569
13609,1.02,Premium,H,VS1,58.5,57,6.65,6.61,3.88,5569
13610,1.02,Premium,H,VS1,62.1,59,6.43,6.38,3.98,5569
13611,1.02,Ideal,H,VS1,62.2,56,6.48,6.42,4.01,5569
13612,1.09,Very Good,F,SI1,62.3,57,6.55,6.61,4.1,5570
13613,1.2,Good,I,VS1,57.8,61,7.02,6.96,4.04,5570
13614,1.04,Ideal,G,SI1,61.9,53,6.53,6.54,4.05,5570
13615,1,Very Good,E,SI1,62.4,59,6.36,6.42,3.99,5571
13616,1.01,Ideal,E,SI1,61.9,56,6.43,6.47,3.99,5571
13617,1.13,Premium,H,VS2,62.8,59,6.63,6.58,4.15,5571
13618,1,Premium,H,VS2,59.4,61,6.51,6.46,3.85,5572
13619,1.21,Premium,J,VVS2,60.8,60,6.86,6.88,4.18,5572
13620,0.95,Very Good,G,VS1,59.9,58,6.37,6.41,3.83,5572
13621,1.04,Ideal,I,VS1,61.4,58,6.46,6.54,3.99,5572
13622,1.07,Premium,H,VS2,62.4,57,6.58,6.52,4.09,5573
13623,1,Premium,F,SI1,62,60,6.42,6.36,3.96,5574
13624,1.08,Good,E,SI1,58.4,60,6.71,6.74,3.93,5575
13625,1.11,Very Good,J,VS1,59.9,56,6.8,6.77,4.07,5576
13626,1.16,Good,H,SI1,64,58,6.56,6.63,4.22,5576
13627,1.01,Ideal,G,SI1,62.6,56,6.41,6.44,4.02,5576
13628,1.04,Ideal,H,VS1,62.7,55,6.43,6.49,4.05,5577
13629,1.04,Ideal,H,VS1,62.7,57,6.42,6.46,4.04,5577
13630,1.06,Ideal,I,VS1,62,55,6.55,6.58,4.07,5577
13631,1.2,Ideal,I,SI1,60.1,56,6.9,6.84,4.13,5578
13632,1.2,Ideal,H,SI2,62.7,55,6.74,6.69,4.21,5578
13633,1.35,Very Good,I,SI2,58.6,63,7.28,7.19,4.24,5579
13634,1.03,Premium,H,VS2,61,58,6.53,6.46,3.96,5579
13635,1.05,Premium,H,VS1,60.9,60,6.58,6.53,3.99,5580
13636,1.06,Premium,F,SI1,60.4,62,6.62,6.59,3.99,5580
13637,1.03,Premium,G,SI1,60.1,60,6.55,6.52,3.93,5581
13638,1.02,Premium,G,VS2,62,57,6.48,6.43,4,5581
13639,1.13,Premium,F,SI1,60.6,60,6.76,6.67,4.07,5581
13640,1.31,Very Good,I,SI2,60.8,57,7.06,7.12,4.31,5582
13641,1.08,Premium,H,VS1,59.6,59,6.72,6.66,3.99,5582
13642,1.1,Ideal,H,SI1,62.7,57,6.6,6.63,4.15,5583
13643,1.24,Premium,F,SI2,62.8,60,6.84,6.82,4.29,5583
13644,1.37,Very Good,I,SI2,63,57,6.98,7.05,4.42,5584
13645,1.13,Very Good,F,SI1,63.2,56,6.66,6.69,4.22,5584
13646,1.24,Very Good,I,SI1,60,59,6.98,7.01,4.2,5584
13647,1.17,Very Good,H,VS2,59.6,59,6.84,6.88,4.09,5585
13648,1.22,Ideal,J,SI1,60.6,56,6.96,6.95,4.22,5586
13649,1.05,Ideal,F,SI1,60.6,59,6.51,6.56,3.96,5586
13650,1.33,Very Good,H,SI2,63.5,57,6.99,6.88,4.4,5586
13651,1.15,Very Good,G,SI1,62.2,59,6.66,6.71,4.16,5587
13652,1.16,Ideal,I,VS2,60.1,62,6.83,6.78,4.09,5587
13653,1.16,Ideal,I,VS2,60.8,56,6.85,6.81,4.15,5587
13654,1.09,Very Good,J,VVS1,63.9,56,6.47,6.51,4.15,5588
13655,1.27,Good,J,VS1,63.4,60,6.8,6.85,4.33,5588
13656,1.27,Premium,I,SI1,60.9,59,6.94,6.99,4.24,5588
13657,1.32,Premium,I,SI2,61.3,59,7.01,6.95,4.28,5588
13658,1.01,Ideal,H,SI1,62.5,56,6.38,6.45,4.01,5589
13659,1.01,Ideal,E,SI1,61.6,59,6.43,6.4,3.95,5590
13660,1.24,Very Good,H,SI2,61.2,57,6.87,7.02,4.25,5592
13661,1,Good,F,VS2,62.5,57,6.34,6.42,3.99,5592
13662,1.2,Premium,H,SI1,62.4,59,6.72,6.68,4.18,5592
13663,1.05,Good,H,VS2,63.7,58,6.45,6.4,4.09,5592
13664,1.01,Very Good,H,VS1,62,60,6.43,6.38,3.97,5593
13665,1.5,Ideal,I,I1,61.3,57,7.36,7.39,4.52,5593
13666,1.14,Very Good,E,SI2,60,54,6.74,6.97,4.11,5593
13667,1.02,Premium,G,VS2,62.9,58,6.41,6.37,4.02,5593
13668,1.19,Very Good,H,SI1,60.8,59,6.84,6.87,4.17,5595
13669,1.19,Very Good,H,SI1,62.7,61,6.66,6.73,4.2,5595
13670,1.19,Premium,H,SI1,61.4,58,6.79,6.83,4.18,5595
13671,1.17,Very Good,G,SI2,61.2,58,6.84,6.86,4.19,5595
13672,0.88,Ideal,E,VS2,61.4,56,6.15,6.17,3.78,5595
13673,1.03,Ideal,F,SI1,61.3,56,6.55,6.51,4,5595
13674,1.1,Ideal,F,SI2,62.4,56,6.58,6.62,4.12,5596
13675,0.91,Very Good,D,VS1,62.5,56,6.14,6.18,3.85,5597
13676,1.21,Good,G,SI1,63.8,58,6.75,6.64,4.27,5597
13677,1.02,Very Good,H,VS1,62.8,59,6.34,6.47,4.02,5598
13678,1.02,Good,H,VS1,59.8,63,6.54,6.61,3.93,5598
13679,1.02,Very Good,D,SI1,63.3,58,6.39,6.35,4.03,5598
13680,1.02,Very Good,D,SI1,63.5,61,6.35,6.27,4.01,5598
13681,1.19,Ideal,E,SI2,61.9,56,6.84,6.8,4.22,5598
13682,1.01,Premium,E,SI1,62.6,58,6.32,6.3,3.95,5599
13683,1.01,Good,G,VS2,63.6,60,6.3,6.35,4.02,5599
13684,1.01,Premium,D,SI1,60.7,58,6.42,6.49,3.92,5599
13685,1.01,Good,G,VS2,63.2,57,6.3,6.35,4,5599
13686,1.01,Good,G,VS2,63.9,54,6.31,6.37,4.05,5599
13687,1.01,Ideal,E,SI1,62.4,56,6.43,6.39,4,5599
13688,1.01,Premium,E,SI1,62.9,58,6.41,6.35,4.01,5599
13689,1.01,Ideal,E,SI1,62.6,57,6.43,6.38,4.01,5599
13690,1.01,Ideal,E,SI1,62.1,54,6.5,6.41,4.01,5599
13691,1.01,Premium,E,SI1,62.8,57,6.41,6.37,4.01,5599
13692,1.01,Premium,F,SI1,61.9,56,6.53,6.45,4.02,5599
13693,1.01,Premium,E,SI1,62.8,59,6.31,6.27,3.95,5599
13694,1.01,Premium,E,SI1,62.9,60,6.43,6.35,4.02,5599
13695,1,Very Good,G,VS2,63.3,60,6.37,6.29,4.01,5600
13696,1,Very Good,G,VS2,61.8,59,6.29,6.37,3.91,5600
13697,1.01,Very Good,D,SI1,59,59,6.57,6.59,3.88,5600
13698,1.23,Ideal,I,SI1,62.1,58,6.82,6.86,4.25,5600
13699,1,Good,G,VS2,63.4,61,6.23,6.29,3.97,5600
13700,1.2,Good,I,VS1,64.8,58,6.6,6.65,4.29,5600
13701,1.13,Premium,G,SI1,60.9,58,6.75,6.72,4.1,5600
13702,1,Premium,E,SI1,61.6,59,6.41,6.38,3.94,5600
13703,1.04,Good,G,VS2,61.4,65,6.53,6.47,3.99,5601
13704,1.29,Very Good,H,SI2,63.8,57,6.8,6.87,4.36,5601
13705,1.51,Good,E,I1,57.5,59,7.56,7.51,4.33,5601
13706,1.2,Good,J,VS1,64.1,57,6.68,6.74,4.3,5601
13707,1.09,Premium,H,VS2,62.6,56,6.62,6.55,4.12,5601
13708,1.07,Ideal,E,SI2,61.5,56,6.58,6.61,4.06,5602
13709,1.11,Good,F,SI1,62.1,61,6.58,6.62,4.1,5602
13710,1.22,Premium,I,SI1,61.3,58,6.94,6.9,4.24,5602
13711,0.37,Ideal,H,VS2,60.7,58,4.64,4.68,2.83,603
13712,0.37,Ideal,H,VS2,62,54,4.64,4.65,2.88,603
13713,0.37,Ideal,H,VS2,61.7,55,4.64,4.67,2.87,603
13714,0.3,Ideal,E,VS2,62.3,56,4.27,4.3,2.67,603
13715,0.3,Ideal,E,VS2,62,57,4.26,4.29,2.65,603
13716,0.3,Ideal,E,VS2,61.8,57,4.28,4.3,2.65,603
13717,0.3,Ideal,E,VS2,62,53,4.31,4.33,2.68,603
13718,0.3,Ideal,E,VS2,60.6,59,4.3,4.34,2.62,603
13719,0.37,Ideal,I,VS1,60.8,56,4.67,4.71,2.85,603
13720,0.3,Ideal,F,VS1,62.3,56,4.26,4.28,2.66,603
13721,0.39,Ideal,G,SI2,61.2,56,4.71,4.73,2.89,603
13722,0.41,Ideal,F,SI2,62.6,57,4.68,4.77,2.96,603
13723,0.38,Ideal,E,SI2,61.5,55,4.69,4.72,2.89,603
13724,0.32,Good,G,VS2,56.7,64,4.52,4.55,2.57,603
13725,0.3,Good,E,VS2,59.7,63,4.32,4.35,2.59,603
13726,0.27,Premium,E,VS1,60.2,59,4.24,4.2,2.54,603
13727,0.27,Ideal,E,VS2,62.7,55,4.18,4.15,2.61,603
13728,0.27,Ideal,E,VS1,61.6,57,4.16,4.12,2.55,603
13729,0.27,Ideal,E,VS1,61.6,56,4.17,4.14,2.56,603
13730,0.27,Premium,E,VS1,61.5,58,4.22,4.17,2.58,603
13731,0.27,Ideal,E,VS1,61.6,55,4.18,4.16,2.57,603
13732,0.27,Premium,D,VS2,62,57,4.15,4.11,2.56,603
13733,0.3,Premium,F,SI1,60.9,58,4.37,4.3,2.64,603
13734,0.28,Very Good,E,VVS2,60.2,58,4.24,4.27,2.56,604
13735,0.27,Very Good,F,VVS1,61.8,55,4.13,4.16,2.56,604
13736,0.33,Ideal,G,VS2,61.7,55.9,4.45,4.49,2.75,604
13737,0.33,Ideal,G,VS2,61.4,56.1,4.42,4.45,2.73,604
13738,0.32,Ideal,F,SI1,60.6,57,4.45,4.49,2.71,604
13739,0.41,Premium,F,SI2,59,58,4.87,4.89,2.88,604
13740,0.41,Ideal,J,VS1,62.2,55,4.76,4.79,2.97,604
13741,1.22,Premium,I,SI1,62.7,58,6.83,6.8,4.27,5602
13742,1.22,Ideal,I,SI1,60.8,57,6.95,6.89,4.21,5602
13743,1.22,Ideal,H,SI2,61.7,56,6.93,6.87,4.26,5602
13744,1.22,Ideal,H,SI2,61,57,6.93,6.88,4.2,5602
13745,1.22,Ideal,I,SI1,61.7,57,6.91,6.86,4.25,5602
13746,1.21,Very Good,J,VS1,59.3,57,6.98,7.04,4.16,5604
13747,1.21,Ideal,J,VS1,61.8,56.2,6.78,6.86,4.2,5604
13748,1.04,Very Good,D,SI1,61.5,58,6.48,6.53,4,5605
13749,1.04,Good,D,SI1,63.7,58,6.39,6.43,4.08,5605
13750,1.01,Good,F,VS1,62.9,64,6.38,6.28,3.98,5606
13751,1.1,Premium,D,SI1,58.8,61,6.73,6.67,3.94,5606
13752,1.27,Ideal,J,VS2,61.6,56.1,6.94,7,4.29,5606
13753,1,Premium,F,VS2,59.9,60,6.11,6.07,3.65,5606
13754,1,Premium,F,VS2,61.9,59,6.38,6.34,3.94,5606
13755,1,Good,F,VS2,64.2,58,6.32,6.26,4.04,5606
13756,1.25,Premium,J,SI1,61.8,55,6.91,6.82,4.24,5607
13757,1.2,Very Good,G,SI1,63,57,6.7,6.75,4.24,5607
13758,2.22,Fair,J,I1,66.7,56,8.04,8.02,5.36,5607
13759,1.29,Ideal,J,SI1,61.6,58,6.96,6.99,4.3,5607
13760,1.03,Ideal,E,SI1,62,53,6.47,6.5,4.02,5608
