201898,NZDep2006,ch_asian,ch_euro,ch_maori,ch_melaa,ch_other,ch_pacific,m_age,m_asian,m_euro,m_maori,m_melaa,m_other,m_pacific,m_wklfs_code,d_age,d_asian,d_euro,d_maori,d_melaa,d_other,d_pacific,d_wklfs_code,bedroom_count_code,m_years_at_addr_code,m_tenure_holder_code,m_education,m_work_hours,m_smoke,m_income_srce7,m_income_srce8,m_income_srce9,m_income_srce10,m_income_srce11,m_income_srce12,d_years_at_addr_code,d_tenure_holder_code,d_education,d_work_hours,d_smoke,d_income_srce7,d_income_srce8,d_income_srce9,d_income_srce10,d_income_srce11,d_income_srce12,ch_sex,child_depend_family_type_code,d_family_role_code,heat_fuel,m_family_role_code,telecomm1_code,telecomm2_code,telecomm4_code,usual_resdnt_count_code,twin,singparstat,total_income_hhld_code
746,9,0,1,0,0,0,0,39,0,1,0,0,0,0,2,39,0,1,0,0,0,0,1,5,12,1,1,4,3,0,0,0,0,0,0,12,1,1,60,3,0,0,0,0,0,0,2,21,1,1,1,99,2,99,8,1,1,13
747,5,0,1,1,0,0,1,26,0,0,1,0,0,1,4,25,0,0,1,0,0,1,1,3,1,2,4,0,1,0,0,0,0,0,0,2,2,0,40,1,0,0,0,0,0,0,2,21,1,0,1,99,99,99,5,1,1,7
748,5,0,1,0,0,0,0,22,0,1,0,0,0,0,4,29,0,1,0,0,0,0,4,3,13,2,1,0,1,0,0,1,0,0,0,5,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,2,99,5,1,2,10
749,8,0,1,0,0,0,0,32,0,1,0,0,0,0,4,33,0,1,0,0,0,0,4,2,0,2,11,0,2,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,1,21,1,1,1,99,2,4,4,1,1,4
750,1,0,1,0,0,0,0,28,0,1,0,0,0,0,4,27,0,1,0,0,0,0,1,3,3,2,1,0,3,0,0,0,0,0,0,0,2,8,55,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,14
751,9,0,0,0,0,0,1,35,0,0,0,0,0,1,4,32,0,0,0,0,0,1,1,3,3,2,2,0,3,0,0,0,0,0,0,3,2,0,48,1,0,0,0,0,0,0,1,21,1,1,1,1,2,99,8,1,1,12
753,2,0,1,0,0,0,0,34,0,1,0,0,0,0,2,33,0,1,0,0,0,0,1,4,2,1,11,40,3,0,0,0,0,0,0,0,1,11,39,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,14
755,8,0,1,0,0,0,0,17,0,1,0,0,0,0,4,25,0,1,0,0,0,0,3,2,0,2,0,9,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,31,1,0,1,1,99,99,2,1,2,3
756,7,0,1,1,0,0,0,20,0,1,0,0,0,0,4,22,0,0,1,0,0,0,1,2,0,2,0,0,2,0,0,0,0,0,0,1,2,1,30,2,0,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,9
757,3,0,1,0,0,0,0,34,0,1,0,0,0,0,2,34,0,1,0,0,0,0,1,3,1,1,3,10,3,0,0,0,0,0,0,0,1,2,50,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,14
759,5,0,1,1,0,0,0,31,0,1,0,0,0,0,1,29,0,1,1,0,0,0,1,3,0,2,11,40,3,0,0,0,0,0,0,0,2,1,45,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,11
760,5,0,1,0,0,0,0,36,0,1,0,0,0,0,4,29,0,0,0,0,1,0,1,3,3,2,1,0,2,0,0,0,0,0,0,0,2,0,40,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,14
762,3,0,0,0,0,1,0,32,0,0,0,0,1,0,2,29,0,0,0,0,1,0,1,3,1,1,8,6,1,0,0,0,0,0,0,2,1,3,55,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,14
763,1,0,1,0,0,0,0,38,0,1,0,0,0,0,4,32,0,0,0,0,1,0,1,3,1,2,4,0,3,0,0,0,0,0,0,1,2,2,60,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,13
764,9,0,0,1,0,0,0,23,0,0,1,0,0,0,3,21,0,0,1,0,0,0,4,3,0,2,7,20,2,0,0,0,0,0,0,1,2,5,0,2,0,0,0,0,0,0,1,21,1,1,1,1,99,99,4,1,1,9
765,4,1,0,0,0,0,0,25,1,0,0,0,0,0,2,25,1,0,0,0,0,0,1,6,1,1,11,11,3,0,0,0,0,0,0,0,1,8,43,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,9
767,2,0,0,0,0,1,0,35,0,0,0,0,1,0,4,36,0,0,0,0,1,0,1,4,0,1,8,0,3,0,0,0,0,0,0,1,1,8,54,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,13
768,6,0,0,0,0,0,1,38,0,0,0,0,0,1,4,32,0,0,0,0,0,1,4,3,9,2,11,0,3,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,1,2,21,1,1,1,1,2,4,10,1,1,13
771,6,0,1,1,0,0,0,27,0,1,1,0,0,0,4,29,0,1,0,0,0,0,1,2,1,2,1,0,1,0,0,0,0,0,0,0,2,0,50,2,0,0,0,0,0,1,2,31,1,1,1,1,2,4,5,1,3,13
772,4,1,1,0,0,0,0,30,1,0,0,0,0,0,4,36,0,1,0,0,0,0,1,4,2,1,10,0,3,0,0,0,0,0,0,1,1,10,43,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,10
773,4,0,1,0,0,0,0,27,0,1,0,0,0,0,2,30,0,1,0,0,0,0,1,4,0,2,1,5,3,0,0,0,0,0,0,3,2,9,60,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,13
775,1,0,0,0,0,1,0,37,0,0,0,0,1,0,4,45,0,1,0,0,0,0,1,5,0,1,3,0,3,0,0,0,0,0,0,1,1,9,50,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,10,1,1,14
776,6,0,1,1,0,0,0,23,0,1,0,0,0,0,4,31,0,1,1,0,0,0,1,5,24,2,6,0,3,0,0,1,0,0,0,4,2,0,0,3,0,0,0,0,0,0,1,31,1,1,1,1,2,4,6,1,2,14
777,2,0,1,0,0,0,0,38,0,1,0,0,0,0,4,40,0,1,0,0,0,0,1,3,0,1,11,0,2,0,0,0,0,0,0,0,1,7,0,2,0,0,0,0,0,0,2,21,1,1,1,99,2,99,5,1,1,11
778,5,0,1,0,0,0,0,23,0,1,0,0,0,0,4,29,0,1,0,0,0,0,1,3,2,2,0,0,1,0,0,0,0,0,0,2,2,1,50,1,0,0,0,0,0,0,1,21,1,1,1,99,2,4,4,1,1,9
779,2,1,0,0,0,0,0,24,1,0,0,0,0,0,4,28,1,0,0,0,0,0,1,3,3,2,4,0,3,1,1,0,0,0,0,5,2,13,40,3,1,1,0,0,0,0,2,21,1,1,1,1,2,4,6,1,1,13
780,8,0,0,0,0,0,0,37,0,1,0,0,0,1,2,43,0,1,0,0,0,0,1,3,3,1,4,20,3,0,0,0,0,0,0,3,1,8,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,14
781,2,0,1,1,0,0,0,32,0,1,0,1,1,0,2,33,0,1,0,0,0,0,1,4,3,1,14,40,3,0,0,0,0,0,0,3,1,8,60,3,0,0,0,0,0,0,1,21,1,1,1,99,2,4,4,1,1,14
782,8,1,0,0,0,0,0,25,1,0,0,0,0,0,1,31,1,0,0,0,0,0,1,3,5,2,9,40,3,0,0,0,0,0,0,3,2,10,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,12
783,10,0,1,0,0,0,1,29,0,1,0,0,0,0,1,27,0,0,0,0,0,1,1,3,4,2,0,0,3,0,0,0,0,0,0,0,2,4,43,1,0,0,0,0,0,0,1,21,1,1,1,1,99,99,4,1,1,12
784,10,0,0,1,0,0,0,26,0,0,1,0,0,0,4,29,0,0,1,0,0,0,4,4,1,2,1,0,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,2,4,3,1,2,9
785,10,0,0,0,0,1,0,28,0,0,0,0,1,0,4,37,0,0,0,0,1,0,1,2,0,2,1,0,2,0,0,0,0,0,0,0,2,7,45,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,11
786,10,0,1,0,0,0,0,26,0,1,0,0,0,0,3,31,0,1,0,0,0,0,3,3,1,2,1,0,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,2,31,1,1,1,1,2,4,3,1,2,6
787,4,0,0,0,0,1,0,35,0,1,0,0,0,0,1,37,0,1,0,0,0,0,1,3,2,1,0,40,1,0,0,0,0,0,0,5,1,9,44,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,13
789,9,0,0,1,0,0,0,28,0,0,1,0,0,0,4,30,0,0,1,0,0,0,4,3,1,2,1,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,2,99,4,1,2,7
790,4,0,1,1,0,0,1,22,0,1,1,0,0,0,1,32,0,1,0,0,0,1,1,4,5,1,1,30,3,0,0,0,0,0,0,5,1,2,80,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,12
791,1,0,1,0,0,0,0,32,0,1,0,0,0,0,4,35,0,1,0,0,0,0,1,4,1,1,1,0,3,0,0,0,0,0,0,1,1,12,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,14
793,4,0,1,1,0,0,0,33,0,0,1,0,0,0,4,36,0,1,0,0,0,0,1,2,2,1,8,0,2,0,0,0,0,0,0,0,1,9,40,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,12
796,8,0,1,0,0,0,0,32,0,1,0,0,0,0,2,22,0,1,0,0,0,0,1,2,0,2,1,4,3,0,0,0,0,0,0,0,2,14,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,10
798,4,0,1,1,0,0,0,34,0,1,0,0,0,0,1,29,0,1,1,0,0,0,1,3,3,1,12,11,2,0,0,0,0,0,0,3,1,11,35,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,13
799,9,0,0,1,0,0,0,35,0,0,1,0,0,0,4,37,0,0,1,0,0,0,1,3,3,2,9,0,1,0,0,0,0,0,0,4,2,1,40,1,0,0,0,0,0,0,1,21,1,1,1,99,2,4,5,1,1,9
800,5,0,1,0,0,0,0,31,0,1,0,0,0,0,4,35,0,0,0,0,1,0,1,4,1,1,11,0,2,0,0,0,0,0,0,0,1,2,40,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,13
802,3,0,1,0,0,0,0,35,0,1,0,0,0,0,2,29,0,1,0,0,0,0,1,4,0,1,1,15,2,0,0,0,0,0,0,0,1,11,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,14
803,3,0,1,0,0,0,0,41,0,1,0,0,0,0,4,43,0,1,0,0,0,0,1,4,2,1,13,0,3,0,0,0,0,0,0,2,1,8,50,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,7,1,1,13
804,7,0,1,0,0,0,0,31,0,1,0,0,0,0,4,35,0,1,0,0,0,0,1,3,1,1,4,0,3,0,0,0,0,0,0,1,1,8,45,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,13
805,4,0,1,1,0,0,0,34,0,1,0,0,0,0,1,29,0,1,1,0,0,0,1,3,3,1,11,50,2,0,0,0,0,0,0,3,1,11,52,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,13
806,9,0,1,0,0,0,0,29,0,1,0,0,0,0,2,25,0,1,0,0,0,0,1,4,1,1,6,9,3,0,0,0,0,0,0,1,1,0,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,11
807,2,0,1,1,0,0,0,34,0,1,0,0,0,0,2,38,0,1,1,0,0,0,1,3,2,1,11,26,3,0,0,0,0,0,0,0,1,9,38,3,0,0,0,0,0,0,1,21,1,1,1,99,2,4,4,1,1,14
808,3,0,1,0,0,0,1,42,0,1,0,0,0,0,2,47,0,0,0,0,0,1,1,5,17,1,2,25,2,0,0,0,0,0,0,21,1,2,44,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,6,1,1,11
809,2,0,1,0,0,0,0,28,0,1,0,0,0,0,4,31,0,1,0,0,0,0,1,4,2,2,3,0,1,0,0,0,0,0,0,3,2,2,55,1,0,0,0,0,0,0,2,21,1,1,1,99,2,99,4,1,1,12
810,10,0,0,0,0,0,1,28,0,0,0,0,0,1,2,26,0,0,0,0,0,1,1,3,0,2,3,40,3,0,0,0,0,0,0,1,2,2,39,3,0,0,0,0,0,0,1,21,1,1,1,99,99,99,3,1,1,9
811,1,0,1,0,0,0,0,31,0,1,0,0,0,0,1,32,0,1,0,0,0,0,1,6,2,1,2,30,2,0,0,0,0,0,0,3,1,11,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,14
812,2,0,0,0,0,1,0,23,0,0,0,0,1,0,4,31,0,0,0,0,1,0,1,3,1,2,1,0,1,0,0,0,0,0,0,5,2,0,84,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,11
813,5,0,1,0,0,0,0,32,0,1,0,0,0,0,1,37,0,1,0,0,0,0,1,2,3,1,3,45,3,0,0,0,0,0,0,3,1,3,45,2,0,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,13
814,7,0,0,1,0,0,0,27,0,0,1,0,0,0,4,29,0,0,1,0,0,0,4,3,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,99,99,4,1,2,7
815,1,0,1,0,0,0,0,38,0,1,0,0,0,0,4,38,0,1,0,0,0,0,4,4,2,1,12,0,2,0,0,0,0,0,0,2,1,13,0,3,0,0,0,0,0,0,1,31,1,1,1,1,2,4,2,1,2,4
816,7,0,1,0,0,0,0,34,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,3,0,2,1,0,3,0,0,0,0,0,0,0,2,11,45,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,13
817,2,0,0,0,0,1,0,28,0,0,0,0,1,0,4,34,0,1,0,0,0,0,1,3,0,2,9,0,2,0,0,0,0,0,0,0,2,7,50,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,11
818,1,0,1,0,0,0,0,35,0,1,0,0,0,0,4,38,0,1,0,0,0,0,1,4,1,1,11,0,3,0,0,0,0,0,0,1,1,1,38,3,0,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,12
820,6,1,0,0,0,0,0,34,1,0,0,0,0,0,4,33,1,0,0,0,0,0,1,3,1,2,4,0,3,0,0,0,0,0,0,3,1,4,40,3,0,0,0,0,0,0,1,21,1,1,1,99,2,4,5,1,1,12
822,10,0,1,1,0,0,0,19,0,1,1,0,0,0,4,25,0,1,1,0,0,0,4,3,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,99,99,4,1,2,4
823,8,0,1,0,0,0,0,35,0,1,0,0,0,0,4,39,0,1,0,0,0,0,1,3,0,2,2,0,3,0,0,0,0,0,0,0,2,9,60,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,13
824,8,0,0,0,0,0,0,39,0,1,0,0,0,0,1,36,0,1,0,0,0,0,1,3,5,1,2,65,2,0,0,0,0,0,0,16,1,2,49,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,12
825,8,0,1,0,0,0,0,27,0,1,0,0,0,0,1,32,0,1,0,0,0,0,1,3,0,1,2,48,3,0,0,0,0,0,0,2,1,0,48,2,0,0,0,0,0,0,2,21,1,1,1,99,2,99,4,1,1,13
826,8,0,1,0,0,0,0,35,0,1,0,0,0,0,4,38,0,1,0,0,0,0,1,3,2,1,11,0,3,0,0,0,0,0,0,7,1,8,48,3,0,0,0,0,0,0,2,21,1,1,1,1,99,4,4,1,1,13
827,3,0,0,0,0,1,0,31,0,0,0,0,1,0,4,34,0,0,0,0,1,0,1,3,4,1,1,15,2,0,0,0,0,0,0,4,1,11,44,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13
828,9,0,0,0,0,1,0,38,0,1,0,0,0,0,4,38,0,1,0,0,0,0,4,4,2,1,7,0,3,0,0,0,0,0,0,2,1,8,0,3,0,0,0,0,0,0,1,31,1,1,1,1,2,4,4,1,2,6
829,8,0,1,0,0,0,0,25,0,1,0,0,0,0,4,29,0,1,0,0,0,0,2,4,4,2,1,0,2,0,0,0,0,0,0,3,2,1,4,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,13
833,9,0,0,0,0,0,1,21,0,0,0,0,0,1,4,32,0,0,0,0,0,1,4,3,1,2,0,0,2,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,99,99,99,4,1,2,5
834,9,0,0,1,0,0,0,28,0,0,1,0,0,0,4,35,0,0,1,0,0,0,4,3,2,2,2,0,1,0,0,0,0,0,0,1,2,2,0,3,0,0,0,0,0,0,1,21,1,1,1,99,2,4,3,1,1,9
835,2,0,1,0,0,0,0,33,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,3,2,1,12,0,2,0,0,0,0,0,0,0,1,3,45,3,0,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,14
836,7,0,1,0,0,0,0,32,0,1,0,0,0,0,2,36,0,1,0,0,0,0,1,2,1,2,11,6,3,0,0,0,0,0,0,1,2,10,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,10
839,6,0,1,1,0,0,1,25,0,0,0,0,0,1,4,29,0,1,1,0,0,0,1,3,5,2,1,0,2,0,0,0,0,0,0,1,2,8,41,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,6,1,1,8
840,7,0,1,0,0,0,0,33,0,1,0,0,0,0,1,35,0,1,0,0,0,0,1,3,0,1,2,15,3,0,0,0,0,0,0,0,1,8,80,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,12
841,5,0,0,0,0,0,1,42,0,1,0,0,0,1,1,33,0,0,0,0,0,1,1,5,8,2,2,40,3,0,0,0,0,0,1,8,2,8,40,3,0,0,0,0,0,1,2,21,1,1,1,1,2,4,8,1,1,14
842,5,0,1,0,0,0,0,39,0,1,0,0,0,0,4,37,0,1,0,0,0,0,1,3,5,1,2,0,2,0,0,0,0,0,0,8,1,7,42,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,14
843,1,1,1,0,0,0,0,31,0,1,0,0,0,0,1,38,1,0,0,0,0,0,1,5,1,1,8,30,3,0,0,0,0,0,0,1,1,11,44,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,14
844,7,0,1,0,0,0,0,38,0,1,0,0,0,0,4,38,0,1,0,0,0,0,4,4,7,1,1,0,1,0,0,0,0,0,0,9,1,1,0,2,0,0,0,0,0,0,2,31,1,1,11,99,2,99,2,1,2,9
845,5,1,0,0,0,0,0,33,1,0,0,0,0,0,4,33,1,0,0,0,0,0,2,4,7,2,4,0,3,0,0,0,0,0,0,6,2,4,0,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13
846,9,0,1,0,0,0,0,25,0,1,0,0,0,0,4,28,0,1,0,0,0,0,1,3,1,1,11,0,3,0,0,0,0,0,0,1,1,11,70,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13
847,2,0,1,0,0,0,0,34,0,1,0,0,0,0,4,29,0,1,0,0,0,0,1,4,4,1,13,0,3,0,0,0,0,0,0,4,1,3,50,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,11
848,7,0,1,0,0,0,0,21,0,1,0,0,0,0,4,28,0,1,0,0,0,0,4,3,2,2,1,0,1,0,1,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,2,4,4,1,2,14
850,7,0,1,0,0,0,0,41,0,1,0,0,0,0,4,36,0,1,0,0,0,0,4,2,0,2,8,0,3,0,0,0,0,0,0,1,2,10,0,3,0,0,0,0,0,0,1,31,1,1,1,1,2,4,2,1,2,4
851,7,0,1,1,0,0,0,34,0,1,0,0,0,0,4,38,0,1,1,0,0,0,1,3,5,1,2,0,2,0,0,0,0,0,0,5,1,2,45,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,12
852,2,0,1,0,0,0,0,33,0,1,0,0,0,0,2,39,0,0,0,0,1,0,1,5,4,1,10,15,3,0,0,0,0,0,0,5,1,8,46,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,13
853,5,0,0,0,0,1,0,32,0,0,0,0,1,0,4,32,0,0,0,0,1,0,1,3,3,1,13,0,2,0,0,0,0,0,0,5,1,12,38,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,12
854,9,0,0,1,0,0,0,20,0,0,1,0,0,0,3,25,0,0,1,0,0,0,1,4,17,2,1,0,3,0,0,0,0,0,0,4,2,3,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,7,1,1,14
855,7,0,1,0,0,0,0,27,0,1,0,0,0,0,1,31,0,1,0,0,0,0,1,4,1,1,3,4,3,0,0,0,0,0,0,0,1,8,70,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,12
856,9,0,1,0,0,0,0,25,0,1,0,0,0,0,1,30,0,1,0,0,0,0,4,2,0,2,3,38,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,2,99,2,1,2,7
857,3,0,1,0,0,0,0,29,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,4,0,1,7,0,3,0,0,0,0,0,0,3,1,4,40,3,0,0,0,0,0,0,1,21,1,1,1,99,2,99,3,1,1,9
858,6,0,1,0,0,0,0,33,0,1,0,0,0,0,4,34,0,1,0,0,0,0,2,5,1,2,1,0,2,0,0,0,0,0,0,0,2,4,14,1,0,0,0,0,0,0,1,33,1,1,1,1,2,4,5,1,3,13
860,3,0,0,0,0,1,0,28,0,0,0,0,1,0,4,28,0,1,0,0,0,0,1,3,4,2,7,0,2,0,0,0,0,0,0,0,2,2,45,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,9
862,8,0,0,0,0,0,1,31,0,0,0,0,0,1,1,30,0,0,0,0,0,1,1,3,4,2,4,40,3,0,0,0,0,0,0,0,2,4,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,99,6,1,1,13
863,9,0,1,1,0,0,0,32,0,1,1,0,0,0,4,32,0,1,0,0,0,0,1,3,8,2,0,0,2,0,0,0,0,0,0,14,1,0,41,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,6,1,1,11
865,10,0,0,0,1,0,0,35,0,0,0,1,1,0,4,40,0,0,0,1,1,0,2,3,2,2,4,0,3,0,0,0,0,0,0,2,2,4,0,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,10
866,5,0,0,0,0,0,0,33,0,1,0,0,0,0,2,34,0,1,0,0,0,0,1,4,0,1,8,8,3,0,0,0,0,0,0,6,1,8,48,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,14
867,2,0,1,0,0,0,0,37,0,1,0,0,0,0,1,42,0,1,0,0,0,0,1,3,0,2,11,63,3,0,0,0,0,0,0,0,2,4,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,12
868,5,0,1,0,0,0,1,27,0,0,0,0,0,1,4,31,0,0,0,0,0,1,4,3,1,2,4,0,1,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,2,4,5,1,2,12
869,8,1,0,0,0,0,0,35,1,0,0,0,0,0,4,30,1,0,0,0,0,0,2,3,0,1,4,0,3,0,0,0,0,0,0,0,1,4,6,3,0,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,2
871,1,0,1,1,0,0,0,27,0,1,0,0,0,0,1,29,0,1,1,0,0,0,1,4,1,2,11,30,3,0,0,0,0,0,0,1,2,3,58,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,12
872,4,0,1,0,0,0,0,32,0,1,0,0,0,0,4,29,0,1,0,0,0,0,1,4,0,1,11,0,3,0,0,0,0,0,0,0,1,8,55,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,14
875,9,1,0,0,0,0,0,31,1,0,0,0,0,0,4,37,1,0,0,0,0,0,4,3,1,2,11,0,3,0,0,0,0,0,0,2,2,11,0,3,0,0,0,0,0,0,1,21,1,1,1,99,2,99,4,1,1,7
877,6,1,0,0,0,0,0,25,1,0,0,0,0,0,1,34,1,0,0,0,0,0,1,4,2,1,0,30,3,0,0,0,0,0,1,2,2,0,0,3,0,0,0,0,0,1,1,21,1,1,1,99,2,99,8,1,1,8
878,2,0,1,1,0,0,0,37,0,1,0,0,0,0,4,36,0,1,1,0,0,0,1,4,3,1,2,0,3,0,0,0,0,0,0,3,1,8,55,1,0,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,12
879,4,0,1,0,0,0,0,35,0,1,0,0,0,0,4,35,0,1,0,0,0,0,1,3,0,1,11,0,3,0,0,0,0,0,0,3,1,9,0,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,12
880,7,0,1,0,0,0,0,21,0,1,0,0,0,0,4,30,0,1,0,0,0,0,4,5,0,2,3,0,2,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,1,31,1,1,1,1,2,99,8,2,2,13
881,9,0,1,1,0,0,0,21,0,1,1,0,0,0,4,27,0,1,1,0,0,0,1,3,2,2,1,0,3,0,0,0,0,0,0,0,2,0,40,1,0,0,0,0,0,0,1,21,1,1,1,1,2,99,5,1,1,11
882,10,0,1,1,0,0,0,26,0,1,1,0,0,0,1,41,0,1,0,0,0,0,1,4,7,1,0,21,3,0,0,0,0,0,0,4,1,2,40,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,14
886,10,0,1,1,0,0,0,33,0,1,1,0,0,0,4,34,0,1,1,0,0,0,4,4,1,2,3,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,2,4,5,1,2,9
889,6,0,1,1,0,0,0,37,0,1,1,0,0,0,1,33,0,1,0,0,0,0,1,4,2,2,1,30,1,0,0,0,0,0,0,4,2,4,45,1,0,0,0,0,0,0,2,23,1,1,1,1,2,4,6,1,1,10
890,9,0,1,0,0,0,0,25,0,1,0,0,0,0,4,28,0,1,0,0,0,0,4,2,1,2,7,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,99,99,4,1,2,7
891,2,0,1,0,0,0,0,36,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,3,6,1,12,0,3,0,0,0,0,0,0,5,1,11,44,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,14
893,7,0,1,0,0,0,0,26,0,1,0,0,0,0,2,25,0,1,0,0,0,0,1,4,0,2,9,2,2,0,0,0,0,0,0,0,2,8,42,1,0,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,12
894,3,0,1,0,0,0,1,38,0,1,0,0,0,0,4,52,0,0,0,0,0,1,1,5,21,1,2,16,2,0,0,0,0,0,0,21,1,9,44,3,0,0,0,0,0,0,1,23,1,1,1,1,2,4,4,1,1,13
895,9,0,1,0,0,0,0,31,0,1,0,0,0,0,4,39,0,1,1,0,0,0,3,3,3,2,10,0,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,7,1,1,11
