description,industry,level,size,linecode,value
Business effects from regulation: provided new market opportunities,Manufacturing,1,total,LC0504,543
Business effects from regulation: created a level playing field in this business's industry,Manufacturing,1,total,LC0505,225
Business effects from regulation: increased competition,Manufacturing,1,total,LC0506,489
Business effects from regulation: none of the above,Manufacturing,1,total,LC0507,3435
Business performance from employment regulation - constrained,Manufacturing,1,total,LC0601_01,843
Business performance from employment regulation - neither constrained nor enhanced,Manufacturing,1,total,LC0601_02,3111
Business performance from employment regulation - enhanced,Manufacturing,1,total,LC0601_03,393
Business performance from employment regulation - don't know,Manufacturing,1,total,LC0601_04,447
Business performance from employment regulation - not applicable,Manufacturing,1,total,LC0601_05,216
Business performance from workplace safety - constrained,Manufacturing,1,total,LC0602_01,1551
Business performance from workplace safety - neither constrained nor enhanced,Manufacturing,1,total,LC0602_02,1821
Business performance from workplace safety - enhanced,Manufacturing,1,total,LC0602_03,1455
Business performance from workplace safety - don't know,Manufacturing,1,total,LC0602_04,108
Business performance from workplace safety- not applicable,Manufacturing,1,total,LC0602_05,78
Business performance from environmental regulation - constrained,Manufacturing,1,total,LC0603_01,705
Business performance from environmental regulation - neither constrained nor enhanced,Manufacturing,1,total,LC0603_02,2925
Business performance from environmental regulation - enhanced,Manufacturing,1,total,LC0603_03,315
Business performance from environmental regulation - don't know,Manufacturing,1,total,LC0603_04,498
Business performance from environmental regulation- not applicable,Manufacturing,1,total,LC0603_05,588
Business performance from business and trade laws - constrained,Manufacturing,1,total,LC0604_01,252
Business performance from business and trade laws - neither constrained nor enhanced,Manufacturing,1,total,LC0604_02,3324
Business performance from business and trade laws - enhanced,Manufacturing,1,total,LC0604_03,267
Business performance from business and trade laws - don't know,Manufacturing,1,total,LC0604_04,693
Business performance from business and trade laws- not applicable,Manufacturing,1,total,LC0604_05,507
Business performance from product standards and product safety regulation - constrained,Manufacturing,1,total,LC0605_01,480
Business performance from product standards and product safety regulation - neither constrained nor enhanced,Manufacturing,1,total,LC0605_02,2928
Business performance from product standards and product safety regulation - enhanced,Manufacturing,1,total,LC0605_03,729
Business performance from product standards and product safety regulation - don't know,Manufacturing,1,total,LC0605_04,375
Business performance from product standards and product safety regulation- not applicable,Manufacturing,1,total,LC0605_05,495
Business performance from border regulation - constrained,Manufacturing,1,total,LC0606_01,318
Business performance from border regulation - neither constrained nor enhanced,Manufacturing,1,total,LC0606_02,2232
Business performance from border regulation - enhanced,Manufacturing,1,total,LC0606_03,135
Business performance from border regulation - don't know,Manufacturing,1,total,LC0606_04,417
Business performance from border regulation- not applicable,Manufacturing,1,total,LC0606_05,1908
Business performance from other industry specific regulation - constrained,Manufacturing,1,total,LC0607_01,330
Business performance from other industry specific regulation - neither constrained nor enhanced,Manufacturing,1,total,LC0607_02,2178
Business performance from other industry specific regulation - enhanced,Manufacturing,1,total,LC0607_03,165
Business performance from other industry specific regulation - don't know,Manufacturing,1,total,LC0607_04,909
Business performance from other industry specific regulation- not applicable,Manufacturing,1,total,LC0607_05,1428
Regulation on business' ability to innovate - constrained,Manufacturing,1,total,LC0701_01,387
Regulation on business' ability to innovate - neither constrained nor enhanced,Manufacturing,1,total,LC0701_02,2916
Regulation on business' ability to innovate - enhanced,Manufacturing,1,total,LC0701_03,255
Regulation on business' ability to innovate - don't know,Manufacturing,1,total,LC0701_04,546
Regulation on business' ability to innovate - not applicable,Manufacturing,1,total,LC0701_05,909
Regulation on business' ability to export - constrained,Manufacturing,1,total,LC0702_01,252
Regulation on business' ability to export - neither constrained nor enhanced,Manufacturing,1,total,LC0702_02,1956
Regulation on business' ability to export - enhanced,Manufacturing,1,total,LC0702_03,225
Regulation on business' ability to export - don't know,Manufacturing,1,total,LC0702_04,354
Regulation on business' ability to export - not applicable,Manufacturing,1,total,LC0702_05,2226
Regulatory requirements: business spent significant time and resource finding out about what is required,Manufacturing,1,total,LC0801,2577
Regulatory requirements: business spent significant time and resource adjusting the business to regulatory changes,Manufacturing,1,total,LC0802,2229
Regulatory requirements: business spent significant time and resource providing the required information to government,Manufacturing,1,total,LC0803,1203
